êeêe0.000000000,0.000000000
0.000022676,0.071075439
0.000045351,0.140716553
0.000068027,0.207519531
0.000090703,0.270111084
0.000113379,0.327209473
0.000136054,0.377685547
0.000158730,0.420501709
0.000181406,0.454803467
0.000204082,0.479919434
0.000226757,0.495269775
0.000249433,0.500610352
0.000272109,0.495788574
0.000294785,0.480926514
0.000317460,0.456298828
0.000340136,0.422424316
0.000362812,0.380004883
0.000385488,0.329895020
0.000408163,0.273101807
0.000430839,0.210754395
0.000453515,0.144134521
0.000476190,0.074615479
0.000498866,0.003570557
0.000521542,-0.067535400
0.000544218,-0.137298584
0.000566893,-0.204254150
0.000589569,-0.267089844
0.000612245,-0.324493408
0.000634921,-0.375335693
0.000657596,-0.418548584
0.000680272,-0.453308105
0.000702948,-0.478881836
0.000725624,-0.494720459
0.000748299,-0.500549316
0.000770975,-0.496246338
0.000793651,-0.481872559
0.000816327,-0.457763672
0.000839002,-0.424346924
0.000861678,-0.382324219
0.000884354,-0.332550049
0.000907029,-0.276062012
0.000929705,-0.213989258
0.000952381,-0.147552490
0.000975057,-0.078125000
0.000997732,-0.007110596
0.001020408,0.064025879
0.001043084,0.133850098
0.001065760,0.200988770
0.001088435,0.264068604
0.001111111,0.321777344
0.001133787,0.372985840
0.001156463,0.416595459
0.001179138,0.451782227
0.001201814,0.477813721
0.001224490,0.494171143
0.001247166,0.500518799
0.001269841,0.496704102
0.001292517,0.482849121
0.001315193,0.459197998
0.001337868,0.426239014
0.001360544,0.384643555
0.001383220,0.335235596
0.001405896,0.279052734
0.001428571,0.217193604
0.001451247,0.150970459
0.001473923,0.081665039
0.001496599,0.010711670
0.001519274,-0.060455322
0.001541950,-0.130432129
0.001564626,-0.197723389
0.001587302,-0.261016846
0.001609977,-0.319030762
0.001632653,-0.370574951
0.001655329,-0.414611816
0.001678005,-0.450225830
0.001700680,-0.476745605
0.001723356,-0.493591309
0.001746032,-0.500427246
0.001768707,-0.497131348
0.001791383,-0.483764648
0.001814059,-0.460571289
0.001836735,-0.428070068
0.001859410,-0.386901855
0.001882086,-0.337860107
0.001904762,-0.281982422
0.001927438,-0.220397949
0.001950113,-0.154357910
0.001972789,-0.085174561
0.001995465,-0.014251709
0.002018141,0.056945801
0.002040816,0.126983643
0.002063492,0.194458008
0.002086168,0.257995605
0.002108844,0.316284180
0.002131519,0.368164062
0.002154195,0.412597656
0.002176871,0.448669434
0.002199546,0.475646973
0.002222222,0.492980957
0.002244898,0.500335693
0.002267574,0.497558594
0.002290249,0.484680176
0.002312925,0.461975098
0.002335601,0.429931641
0.002358277,0.389160156
0.002380952,0.340484619
0.002403628,0.284942627
0.002426304,0.223602295
0.002448980,0.157745361
0.002471655,0.088684082
0.002494331,0.017822266
0.002517007,-0.053375244
0.002539683,-0.123504639
0.002562358,-0.191162109
0.002585034,-0.254913330
0.002607710,-0.313507080
0.002630385,-0.365753174
0.002653061,-0.410552979
0.002675737,-0.447082520
0.002698413,-0.474517822
